,Lat,Lon,coords,Day,Weekday,Hour,Minute,hot_z
3769,40.7502,-73.9949,"40.7502, -73.9949",3,Thursday,22,45,Yes
3774,40.7425,-74.0042,"40.7425, -74.0042",3,Thursday,22,50,Yes
3784,40.7685,-73.8624,"40.7685, -73.8624",3,Thursday,22,58,Yes
3791,40.7191,-74.0103,"40.7191, -74.0103",3,Thursday,23,4,Yes
3795,40.7685,-73.8624,"40.7685, -73.8624",3,Thursday,23,7,Yes
3806,40.645,-73.7819,"40.645, -73.7819",3,Thursday,23,17,Yes
3815,40.7386,-73.9885,"40.7386, -73.9885",3,Thursday,23,34,Yes
3825,40.7359,-74.0007,"40.7359, -74.0007",3,Thursday,23,55,Yes
3831,40.7263,-73.9917,"40.7263, -73.9917",4,Friday,0,12,Yes
3835,40.7228,-73.9983,"40.7228, -73.9983",4,Friday,0,20,Yes
3856,40.742,-74.0037,"40.742, -74.0037",4,Friday,2,30,Yes
3859,40.7639,-73.9733,"40.7639, -73.9733",4,Friday,3,10,Yes
3867,40.6878,-74.1816,"40.6878, -74.1816",4,Friday,4,28,Yes
3870,40.6458,-73.7767,"40.6458, -73.7767",4,Friday,4,45,Yes
3875,40.7684,-73.9847,"40.7684, -73.9847",4,Friday,4,54,Yes
3881,40.6949,-74.1781,"40.6949, -74.1781",4,Friday,5,12,Yes
3910,40.6449,-73.7819,"40.6449, -73.7819",4,Friday,6,13,Yes
3938,40.7256,-74.0056,"40.7256, -74.0056",4,Friday,6,39,Yes
3941,40.645,-73.7819,"40.645, -73.7819",4,Friday,6,40,Yes
4003,40.7245,-73.9914,"40.7245, -73.9914",4,Friday,7,28,Yes
4004,40.7407,-74.0076,"40.7407, -74.0076",4,Friday,7,29,Yes
4017,40.7439,-74.0064,"40.7439, -74.0064",4,Friday,7,35,Yes
4019,40.7221,-73.9873,"40.7221, -73.9873",4,Friday,7,35,Yes
4051,40.7679,-73.9916,"40.7679, -73.9916",4,Friday,7,58,Yes
4059,40.779,-73.9559,"40.779, -73.9559",4,Friday,8,2,Yes
4066,40.7248,-74.0006,"40.7248, -74.0006",4,Friday,8,8,Yes
4095,40.7238,-74.0004,"40.7238, -74.0004",4,Friday,8,30,Yes
4096,40.7368,-73.9888,"40.7368, -73.9888",4,Friday,8,38,Yes
4097,40.7483,-74.0056,"40.7483, -74.0056",4,Friday,8,39,Yes
4127,40.7711,-73.8661,"40.7711, -73.8661",4,Friday,9,8,Yes
4134,40.7369,-73.9888,"40.7369, -73.9888",4,Friday,9,17,Yes
4135,40.7753,-73.9904,"40.7753, -73.9904",4,Friday,9,17,Yes
4139,40.7198,-74.0004,"40.7198, -74.0004",4,Friday,9,21,Yes
4153,40.6878,-74.1817,"40.6878, -74.1817",4,Friday,9,33,Yes
4183,40.7213,-74.0015,"40.7213, -74.0015",4,Friday,9,59,Yes
4191,40.7739,-73.8726,"40.7739, -73.8726",4,Friday,10,12,Yes
4210,40.7367,-73.9889,"40.7367, -73.9889",4,Friday,10,33,Yes
4213,40.7493,-73.9919,"40.7493, -73.9919",4,Friday,10,37,Yes
4215,40.7554,-73.9874,"40.7554, -73.9874",4,Friday,10,39,Yes
4237,40.7686,-73.8626,"40.7686, -73.8626",4,Friday,10,56,Yes
4284,40.7217,-73.9581,"40.7217, -73.9581",4,Friday,11,42,Yes
4285,40.7217,-73.9581,"40.7217, -73.9581",4,Friday,11,42,Yes
4286,40.7591,-73.9942,"40.7591, -73.9942",4,Friday,11,42,Yes
4319,40.7279,-73.991,"40.7279, -73.991",4,Friday,12,19,Yes
4353,40.7741,-73.8723,"40.7741, -73.8723",4,Friday,12,53,Yes
4356,40.744,-73.9915,"40.744, -73.9915",4,Friday,12,55,Yes
4367,40.7557,-73.9835,"40.7557, -73.9835",4,Friday,13,7,Yes
4386,40.7196,-74.0102,"40.7196, -74.0102",4,Friday,13,24,Yes
4395,40.7686,-73.8626,"40.7686, -73.8626",4,Friday,13,28,Yes
4411,40.7685,-73.8625,"40.7685, -73.8625",4,Friday,13,42,Yes
4420,40.7712,-73.866,"40.7712, -73.866",4,Friday,13,46,Yes
4434,40.774,-73.8723,"40.774, -73.8723",4,Friday,13,55,Yes
4440,40.7218,-73.9998,"40.7218, -73.9998",4,Friday,14,0,Yes
4472,40.7684,-73.8624,"40.7684, -73.8624",4,Friday,14,24,Yes
4480,40.7747,-73.9633,"40.7747, -73.9633",4,Friday,14,28,Yes
4493,40.6417,-73.7888,"40.6417, -73.7888",4,Friday,14,34,Yes
4498,40.7275,-73.9935,"40.7275, -73.9935",4,Friday,14,37,Yes
4507,40.7231,-73.9976,"40.7231, -73.9976",4,Friday,14,45,Yes
4510,40.7528,-73.9793,"40.7528, -73.9793",4,Friday,14,48,Yes
4528,40.645,-73.7818,"40.645, -73.7818",4,Friday,14,58,Yes
4552,40.6449,-73.782,"40.6449, -73.782",4,Friday,15,9,Yes
4569,40.645,-73.7818,"40.645, -73.7818",4,Friday,15,17,Yes
4574,40.7399,-73.9896,"40.7399, -73.9896",4,Friday,15,20,Yes
4582,40.646,-73.7768,"40.646, -73.7768",4,Friday,15,24,Yes
4593,40.645,-73.7819,"40.645, -73.7819",4,Friday,15,27,Yes
4626,40.7256,-74.0053,"40.7256, -74.0053",4,Friday,15,42,Yes
4640,40.7741,-73.8721,"40.7741, -73.8721",4,Friday,15,47,Yes
4647,40.7711,-73.8661,"40.7711, -73.8661",4,Friday,15,51,Yes
4656,40.774,-73.8715,"40.774, -73.8715",4,Friday,16,0,Yes
4660,40.7301,-74.0069,"40.7301, -74.0069",4,Friday,16,2,Yes
4704,40.646,-73.7768,"40.646, -73.7768",4,Friday,16,26,Yes
4717,40.6448,-73.7822,"40.6448, -73.7822",4,Friday,16,32,Yes
4726,40.7788,-73.956,"40.7788, -73.956",4,Friday,16,37,Yes
4746,40.6878,-74.1815,"40.6878, -74.1815",4,Friday,16,47,Yes
4757,40.7627,-73.9742,"40.7627, -73.9742",4,Friday,16,52,Yes
4758,40.7627,-73.9742,"40.7627, -73.9742",4,Friday,16,52,Yes
4774,40.7385,-73.9855,"40.7385, -73.9855",4,Friday,16,56,Yes
4778,40.774,-73.8717,"40.774, -73.8717",4,Friday,16,59,Yes
4800,40.7513,-73.994,"40.7513, -73.994",4,Friday,17,10,Yes
4801,40.7224,-74.0037,"40.7224, -74.0037",4,Friday,17,10,Yes
4817,40.7271,-74.0055,"40.7271, -74.0055",4,Friday,17,16,Yes
4822,40.7624,-73.9744,"40.7624, -73.9744",4,Friday,17,17,Yes
4836,40.7249,-74.0077,"40.7249, -74.0077",4,Friday,17,22,Yes
4859,40.7581,-73.9775,"40.7581, -73.9775",4,Friday,17,28,Yes
4861,40.7237,-74.0108,"40.7237, -74.0108",4,Friday,17,29,Yes
4884,40.7682,-73.862,"40.7682, -73.862",4,Friday,17,40,Yes
4890,40.7274,-73.9922,"40.7274, -73.9922",4,Friday,17,42,Yes
4891,40.7644,-73.9708,"40.7644, -73.9708",4,Friday,17,42,Yes
4895,40.7558,-73.9834,"40.7558, -73.9834",4,Friday,17,44,Yes
4931,40.7591,-73.9942,"40.7591, -73.9942",4,Friday,17,57,Yes
4937,40.7563,-73.9788,"40.7563, -73.9788",4,Friday,17,59,Yes
4952,40.7028,-73.9907,"40.7028, -73.9907",4,Friday,18,4,Yes
4958,40.7678,-73.9914,"40.7678, -73.9914",4,Friday,18,5,Yes
4969,40.771,-73.866,"40.771, -73.866",4,Friday,18,9,Yes
4975,40.7261,-73.993,"40.7261, -73.993",4,Friday,18,10,Yes
5010,40.7551,-73.9839,"40.7551, -73.9839",4,Friday,18,25,Yes
5014,40.7166,-74.0164,"40.7166, -74.0164",4,Friday,18,27,Yes
5037,40.7386,-73.9899,"40.7386, -73.9899",4,Friday,18,33,Yes
5038,40.716,-74.0087,"40.716, -74.0087",4,Friday,18,34,Yes
5044,40.7263,-73.9917,"40.7263, -73.9917",4,Friday,18,35,Yes
5082,40.7335,-74.0081,"40.7335, -74.0081",4,Friday,18,52,Yes
5086,40.716,-74.0087,"40.716, -74.0087",4,Friday,18,53,Yes
5087,40.716,-74.0087,"40.716, -74.0087",4,Friday,18,53,Yes
5098,40.7646,-73.9707,"40.7646, -73.9707",4,Friday,18,56,Yes
5142,40.7268,-73.9964,"40.7268, -73.9964",4,Friday,19,11,Yes
5146,40.7064,-74.0095,"40.7064, -74.0095",4,Friday,19,12,Yes
5182,40.7439,-74.0065,"40.7439, -74.0065",4,Friday,19,28,Yes
5185,40.716,-74.0153,"40.716, -74.0153",4,Friday,19,29,Yes
5192,40.7459,-73.9883,"40.7459, -73.9883",4,Friday,19,32,Yes
5195,40.7386,-73.9885,"40.7386, -73.9885",4,Friday,19,33,Yes
5201,40.7376,-74.00399999999999,"40.7376, -74.00399999999999",4,Friday,19,34,Yes
5205,40.7445,-73.9907,"40.7445, -73.9907",4,Friday,19,35,Yes
5210,40.7741,-73.8727,"40.7741, -73.8727",4,Friday,19,37,Yes
5221,40.7384,-73.9877,"40.7384, -73.9877",4,Friday,19,43,Yes
5233,40.7732,-73.8856,"40.7732, -73.8856",4,Friday,19,51,Yes
5240,40.7407,-74.0076,"40.7407, -74.0076",4,Friday,19,53,Yes
5243,40.7216,-73.9582,"40.7216, -73.9582",4,Friday,19,54,Yes
5267,40.7402,-74.0057,"40.7402, -74.0057",4,Friday,20,10,Yes
5269,40.7585,-73.9751,"40.7585, -73.9751",4,Friday,20,10,Yes
5275,40.7459,-73.9881,"40.7459, -73.9881",4,Friday,20,11,Yes
5276,40.7459,-73.9881,"40.7459, -73.9881",4,Friday,20,11,Yes
5286,40.7513,-73.9941,"40.7513, -73.9941",4,Friday,20,20,Yes
5298,40.7383,-73.9856,"40.7383, -73.9856",4,Friday,20,29,Yes
5303,40.7446,-73.991,"40.7446, -73.991",4,Friday,20,34,Yes
5309,40.7643,-73.9772,"40.7643, -73.9772",4,Friday,20,36,Yes
5337,40.769,-73.9812,"40.769, -73.9812",4,Friday,20,56,Yes
5350,40.7741,-73.8727,"40.7741, -73.8727",4,Friday,21,3,Yes
5355,40.7678,-73.9915,"40.7678, -73.9915",4,Friday,21,5,Yes
5382,40.7387,-73.9886,"40.7387, -73.9886",4,Friday,21,19,Yes
5419,40.7339,-74.0052,"40.7339, -74.0052",4,Friday,21,37,Yes
5424,40.7559,-73.9833,"40.7559, -73.9833",4,Friday,21,39,Yes
5461,40.7741,-73.8726,"40.7741, -73.8726",4,Friday,22,2,Yes
5487,40.7268,-73.9998,"40.7268, -73.9998",4,Friday,22,18,Yes
5503,40.7264,-74.0022,"40.7264, -74.0022",4,Friday,22,28,Yes
5513,40.746,-74.0054,"40.746, -74.0054",4,Friday,22,38,Yes
5514,40.7249,-73.9991,"40.7249, -73.9991",4,Friday,22,39,Yes
5537,40.7421,-74.0039,"40.7421, -74.0039",4,Friday,22,51,Yes
5562,40.7434,-74.0073,"40.7434, -74.0073",4,Friday,22,58,Yes
5565,40.7272,-73.9918,"40.7272, -73.9918",4,Friday,23,0,Yes
5569,40.7739,-73.8717,"40.7739, -73.8717",4,Friday,23,2,Yes
5570,40.774,-73.8729,"40.774, -73.8729",4,Friday,23,3,Yes
5585,40.7213,-73.9947,"40.7213, -73.9947",4,Friday,23,14,Yes
5619,40.7442,-74.0067,"40.7442, -74.0067",4,Friday,23,32,Yes
5628,40.7305,-74.009,"40.7305, -74.009",4,Friday,23,39,Yes
5632,40.7384,-73.9856,"40.7384, -73.9856",4,Friday,23,43,Yes
5650,40.7369,-73.9888,"40.7369, -73.9888",4,Friday,23,53,Yes
5675,40.7474,-73.9853,"40.7474, -73.9853",5,Saturday,0,23,Yes
5676,40.7474,-73.9853,"40.7474, -73.9853",5,Saturday,0,23,Yes
5728,40.742,-74.0038,"40.742, -74.0038",5,Saturday,1,57,Yes
5789,40.6458,-73.7767,"40.6458, -73.7767",5,Saturday,6,59,Yes
5817,40.6949,-74.1781,"40.6949, -74.1781",5,Saturday,8,37,Yes
5826,40.7459,-73.9881,"40.7459, -73.9881",5,Saturday,9,2,Yes
5841,40.7502,-74.0024,"40.7502, -74.0024",5,Saturday,9,25,Yes
5844,40.6449,-73.7821,"40.6449, -73.7821",5,Saturday,9,30,Yes
5854,40.7681,-73.8619,"40.7681, -73.8619",5,Saturday,9,42,Yes
5858,40.7249,-73.9807,"40.7249, -73.9807",5,Saturday,9,55,Yes
5868,40.7731,-73.8855,"40.7731, -73.8855",5,Saturday,10,8,Yes
5885,40.7152,-74.0159,"40.7152, -74.0159",5,Saturday,10,29,Yes
5935,40.6449,-73.7822,"40.6449, -73.7822",5,Saturday,11,30,Yes
5946,40.7747,-73.9633,"40.7747, -73.9633",5,Saturday,11,50,Yes
5957,40.7491,-73.992,"40.7491, -73.992",5,Saturday,11,57,Yes
5971,40.7732,-73.8856,"40.7732, -73.8856",5,Saturday,12,23,Yes
5980,40.7685,-73.8624,"40.7685, -73.8624",5,Saturday,12,32,Yes
5998,40.7685,-73.8626,"40.7685, -73.8626",5,Saturday,12,51,Yes
6027,40.7411,-74.0056,"40.7411, -74.0056",5,Saturday,13,26,Yes
6034,40.7264,-74.0022,"40.7264, -74.0022",5,Saturday,13,37,Yes
6070,40.7218,-74.0043,"40.7218, -74.0043",5,Saturday,14,13,Yes
6082,40.7439,-74.0065,"40.7439, -74.0065",5,Saturday,14,23,Yes
6088,40.7367,-73.9889,"40.7367, -73.9889",5,Saturday,14,29,Yes
6090,40.774,-73.8728,"40.774, -73.8728",5,Saturday,14,33,Yes
6119,40.7385,-73.9899,"40.7385, -73.9899",5,Saturday,15,8,Yes
6131,40.7219,-74.0042,"40.7219, -74.0042",5,Saturday,15,22,Yes
6137,40.7405,-74.0057,"40.7405, -74.0057",5,Saturday,15,24,Yes
6160,40.7598,-73.9763,"40.7598, -73.9763",5,Saturday,15,39,Yes
6183,40.7648,-73.9705,"40.7648, -73.9705",5,Saturday,15,55,Yes
6195,40.7647,-73.9706,"40.7647, -73.9706",5,Saturday,16,3,Yes
6215,40.7678,-73.9914,"40.7678, -73.9914",5,Saturday,16,14,Yes
6222,40.7628,-73.9741,"40.7628, -73.9741",5,Saturday,16,19,Yes
6224,40.7515,-73.9939,"40.7515, -73.9939",5,Saturday,16,20,Yes
6229,40.7218,-73.958,"40.7218, -73.958",5,Saturday,16,22,Yes
6275,40.7705,-73.8653,"40.7705, -73.8653",5,Saturday,16,47,Yes
6286,40.7343,-74.003,"40.7343, -74.003",5,Saturday,16,55,Yes
6302,40.7638,-73.9734,"40.7638, -73.9734",5,Saturday,17,5,Yes
6333,40.7268,-73.9964,"40.7268, -73.9964",5,Saturday,17,25,Yes
6336,40.7419,-74.0038,"40.7419, -74.0038",5,Saturday,17,25,Yes
6353,40.7741,-73.8728,"40.7741, -73.8728",5,Saturday,17,34,Yes
6362,40.7679,-73.9917,"40.7679, -73.9917",5,Saturday,17,39,Yes
6377,40.7559,-73.9728,"40.7559, -73.9728",5,Saturday,17,46,Yes
6382,40.7236,-74.0108,"40.7236, -74.0108",5,Saturday,17,51,Yes
6408,40.7249,-73.9984,"40.7249, -73.9984",5,Saturday,18,7,Yes
6425,40.7239,-73.997,"40.7239, -73.997",5,Saturday,18,16,Yes
6467,40.7682,-73.9824,"40.7682, -73.9824",5,Saturday,18,44,Yes
6470,40.7591,-73.9942,"40.7591, -73.9942",5,Saturday,18,45,Yes
6478,40.72,-73.988,"40.72, -73.988",5,Saturday,18,49,Yes
6496,40.7581,-73.9775,"40.7581, -73.9775",5,Saturday,19,1,Yes
6529,40.745,-73.9888,"40.745, -73.9888",5,Saturday,19,21,Yes
6530,40.7245,-73.9987,"40.7245, -73.9987",5,Saturday,19,22,Yes
6559,40.7258,-73.9919,"40.7258, -73.9919",5,Saturday,19,36,Yes
6567,40.6449,-73.7822,"40.6449, -73.7822",5,Saturday,19,44,Yes
6625,40.6448,-73.7822,"40.6448, -73.7822",5,Saturday,20,28,Yes
6628,40.6484,-73.783,"40.6484, -73.783",5,Saturday,20,30,Yes
6653,40.7242,-74.0022,"40.7242, -74.0022",5,Saturday,20,46,Yes
6666,40.7346,-73.9999,"40.7346, -73.9999",5,Saturday,20,59,Yes
6702,40.6485,-73.7826,"40.6485, -73.7826",5,Saturday,21,21,Yes
6717,40.7406,-74.0078,"40.7406, -74.0078",5,Saturday,21,33,Yes
6758,40.7247,-73.9985,"40.7247, -73.9985",5,Saturday,21,59,Yes
6760,40.7246,-73.9986,"40.7246, -73.9986",5,Saturday,22,0,Yes
6771,40.7367,-73.9907,"40.7367, -73.9907",5,Saturday,22,5,Yes
6774,40.7501,-73.9834,"40.7501, -73.9834",5,Saturday,22,7,Yes
6778,40.7262,-73.9918,"40.7262, -73.9918",5,Saturday,22,8,Yes
6782,40.7752,-73.9635,"40.7752, -73.9635",5,Saturday,22,10,Yes
6792,40.7387,-73.9887,"40.7387, -73.9887",5,Saturday,22,15,Yes
6793,40.7408,-74.0055,"40.7408, -74.0055",5,Saturday,22,15,Yes
6829,40.7261,-73.9918,"40.7261, -73.9918",5,Saturday,22,34,Yes
6875,40.7316,-74.0011,"40.7316, -74.0011",5,Saturday,22,56,Yes
6891,40.7249,-73.9992,"40.7249, -73.9992",5,Saturday,23,9,Yes
6919,40.7245,-73.9975,"40.7245, -73.9975",5,Saturday,23,26,Yes
6931,40.7424,-74.0043,"40.7424, -74.0043",5,Saturday,23,31,Yes
6953,40.7443,-74.0066,"40.7443, -74.0066",5,Saturday,23,50,Yes
6955,40.7406,-74.0056,"40.7406, -74.0056",5,Saturday,23,51,Yes
6967,40.7421,-74.0041,"40.7421, -74.0041",6,Sunday,0,0,Yes
6985,40.7506,-74.0033,"40.7506, -74.0033",6,Sunday,0,14,Yes
7009,40.7269,-73.9915,"40.7269, -73.9915",6,Sunday,0,37,Yes
7028,40.722,-74.0041,"40.722, -74.0041",6,Sunday,0,58,Yes
7035,40.7273,-73.9919,"40.7273, -73.9919",6,Sunday,1,12,Yes
7041,40.7401,-74.006,"40.7401, -74.006",6,Sunday,1,16,Yes
7052,40.7342,-74.003,"40.7342, -74.003",6,Sunday,1,26,Yes
7053,40.7342,-74.003,"40.7342, -74.003",6,Sunday,1,26,Yes
7064,40.7395,-74.0019,"40.7395, -74.0019",6,Sunday,1,48,Yes
7077,40.7219,-73.9579,"40.7219, -73.9579",6,Sunday,2,1,Yes
7081,40.7295,-73.987,"40.7295, -73.987",6,Sunday,2,6,Yes
7082,40.7502,-74.0024,"40.7502, -74.0024",6,Sunday,2,7,Yes
7090,40.753,-73.9837,"40.753, -73.9837",6,Sunday,2,26,Yes
7101,40.7419,-74.0038,"40.7419, -74.0038",6,Sunday,3,6,Yes
7135,40.645,-73.7819,"40.645, -73.7819",6,Sunday,6,35,Yes
7146,40.6949,-74.1781,"40.6949, -74.1781",6,Sunday,7,9,Yes
7156,40.7748,-73.991,"40.7748, -73.991",6,Sunday,7,42,Yes
7178,40.6459,-73.7768,"40.6459, -73.7768",6,Sunday,8,53,Yes
7193,40.7054,-74.0171,"40.7054, -74.0171",6,Sunday,9,30,Yes
7198,40.7306,-74.009,"40.7306, -74.009",6,Sunday,9,46,Yes
7213,40.7438,-74.0063,"40.7438, -74.0063",6,Sunday,10,18,Yes
7215,40.7741,-73.8725,"40.7741, -73.8725",6,Sunday,10,22,Yes
7259,40.7399,-73.9896,"40.7399, -73.9896",6,Sunday,11,28,Yes
7262,40.7709,-73.8659,"40.7709, -73.8659",6,Sunday,11,34,Yes
7264,40.7696,-73.9808,"40.7696, -73.9808",6,Sunday,11,35,Yes
7276,40.688,-74.1829,"40.688, -74.1829",6,Sunday,11,54,Yes
7293,40.7364,-73.9909,"40.7364, -73.9909",6,Sunday,12,13,Yes
7295,40.6948,-74.1778,"40.6948, -74.1778",6,Sunday,12,14,Yes
7299,40.7439,-74.0063,"40.7439, -74.0063",6,Sunday,12,17,Yes
7303,40.7684,-73.8625,"40.7684, -73.8625",6,Sunday,12,21,Yes
7322,40.7347,-74.0093,"40.7347, -74.0093",6,Sunday,12,41,Yes
7323,40.7659,-73.9692,"40.7659, -73.9692",6,Sunday,12,48,Yes
7369,40.7385,-73.9855,"40.7385, -73.9855",6,Sunday,13,34,Yes
7376,40.7591,-73.9945,"40.7591, -73.9945",6,Sunday,13,38,Yes
7377,40.7683,-73.8622,"40.7683, -73.8622",6,Sunday,13,46,Yes
7403,40.7685,-73.8625,"40.7685, -73.8625",6,Sunday,14,13,Yes
7404,40.7699,-73.8644,"40.7699, -73.8644",6,Sunday,14,15,Yes
7408,40.645,-73.7816,"40.645, -73.7816",6,Sunday,14,20,Yes
7423,40.7383,-73.9856,"40.7383, -73.9856",6,Sunday,14,34,Yes
7436,40.7684,-73.8623,"40.7684, -73.8623",6,Sunday,14,42,Yes
7446,40.7505,-73.9947,"40.7505, -73.9947",6,Sunday,15,1,Yes
7453,40.6878,-74.1819,"40.6878, -74.1819",6,Sunday,15,8,Yes
7483,40.6878,-74.1817,"40.6878, -74.1817",6,Sunday,15,31,Yes
7528,40.7706,-73.8655,"40.7706, -73.8655",6,Sunday,16,11,Yes
7552,40.7632,-73.9738,"40.7632, -73.9738",6,Sunday,16,39,Yes
7582,40.6789,-73.9868,"40.6789, -73.9868",6,Sunday,17,17,Yes
7591,40.7741,-73.8727,"40.7741, -73.8727",6,Sunday,17,33,Yes
7600,40.6459,-73.7768,"40.6459, -73.7768",6,Sunday,17,44,Yes
7608,40.7739,-73.8725,"40.7739, -73.8725",6,Sunday,17,57,Yes
7628,40.6466,-73.7896,"40.6466, -73.7896",6,Sunday,18,22,Yes
7633,40.7706,-73.8654,"40.7706, -73.8654",6,Sunday,18,29,Yes
7645,40.6449,-73.7823,"40.6449, -73.7823",6,Sunday,18,44,Yes
7651,40.7519,-73.9937,"40.7519, -73.9937",6,Sunday,18,51,Yes
7663,40.688,-74.1829,"40.688, -74.1829",6,Sunday,19,9,Yes
7671,40.771,-73.866,"40.771, -73.866",6,Sunday,19,18,Yes
7673,40.7706,-73.8654,"40.7706, -73.8654",6,Sunday,19,22,Yes
7688,40.7248,-73.9985,"40.7248, -73.9985",6,Sunday,19,37,Yes
7689,40.7741,-73.8727,"40.7741, -73.8727",6,Sunday,19,38,Yes
7690,40.7335,-74.0081,"40.7335, -74.0081",6,Sunday,19,38,Yes
7698,40.77,-73.8645,"40.77, -73.8645",6,Sunday,19,58,Yes
7719,40.645,-73.7819,"40.645, -73.7819",6,Sunday,20,31,Yes
7721,40.6417,-73.7889,"40.6417, -73.7889",6,Sunday,20,32,Yes
7735,40.7684,-73.8623,"40.7684, -73.8623",6,Sunday,21,5,Yes
7748,40.7685,-73.8625,"40.7685, -73.8625",6,Sunday,21,38,Yes
7760,40.6466,-73.7897,"40.6466, -73.7897",6,Sunday,22,16,Yes
7763,40.771,-73.866,"40.771, -73.866",6,Sunday,22,23,Yes
7771,40.7503,-73.9948,"40.7503, -73.9948",6,Sunday,22,47,Yes
7772,40.7503,-73.9948,"40.7503, -73.9948",6,Sunday,22,47,Yes
7776,40.7415,-73.9875,"40.7415, -73.9875",6,Sunday,23,7,Yes
7777,40.6449,-73.782,"40.6449, -73.782",6,Sunday,23,9,Yes
7778,40.695,-74.1782,"40.695, -74.1782",6,Sunday,23,14,Yes
7786,40.7407,-74.0077,"40.7407, -74.0077",7,Monday,0,37,Yes
7812,40.6948,-74.1779,"40.6948, -74.1779",7,Monday,4,55,Yes
7819,40.7438,-74.0063,"40.7438, -74.0063",7,Monday,5,15,Yes
7858,40.7388,-74.0092,"40.7388, -74.0092",7,Monday,6,27,Yes
7890,40.7771,-73.952,"40.7771, -73.952",7,Monday,7,1,Yes
7892,40.6949,-74.1781,"40.6949, -74.1781",7,Monday,7,4,Yes
7910,40.7686,-73.8625,"40.7686, -73.8625",7,Monday,7,18,Yes
7920,40.7444,-73.9854,"40.7444, -73.9854",7,Monday,7,30,Yes
7923,40.7499,-73.9835,"40.7499, -73.9835",7,Monday,7,33,Yes
7925,40.7686,-73.8627,"40.7686, -73.8627",7,Monday,7,35,Yes
7931,40.7685,-73.8625,"40.7685, -73.8625",7,Monday,7,45,Yes
7949,40.7741,-73.8723,"40.7741, -73.8723",7,Monday,8,1,Yes
7974,40.771,-73.866,"40.771, -73.866",7,Monday,8,39,Yes
7989,40.7551,-73.9797,"40.7551, -73.9797",7,Monday,9,1,Yes
7991,40.7685,-73.8625,"40.7685, -73.8625",7,Monday,9,3,Yes
7993,40.7111,-74.0057,"40.7111, -74.0057",7,Monday,9,9,Yes
7999,40.6878,-74.1819,"40.6878, -74.1819",7,Monday,9,20,Yes
8016,40.774,-73.8727,"40.774, -73.8727",7,Monday,9,50,Yes
8019,40.7684,-73.8624,"40.7684, -73.8624",7,Monday,9,53,Yes
8023,40.7191,-74.0103,"40.7191, -74.0103",7,Monday,9,55,Yes
8041,40.6951,-74.1787,"40.6951, -74.1787",7,Monday,10,24,Yes
8053,40.7522,-73.9856,"40.7522, -73.9856",7,Monday,10,33,Yes
8060,40.7741,-73.8723,"40.7741, -73.8723",7,Monday,10,40,Yes
8073,40.7752,-73.9635,"40.7752, -73.9635",7,Monday,11,1,Yes
8076,40.774,-73.8727,"40.774, -73.8727",7,Monday,11,4,Yes
8084,40.7709,-73.8659,"40.7709, -73.8659",7,Monday,11,10,Yes
8085,40.764,-73.9705,"40.764, -73.9705",7,Monday,11,10,Yes
8099,40.7169,-74.0123,"40.7169, -74.0123",7,Monday,11,31,Yes
8101,40.7772,-73.9753,"40.7772, -73.9753",7,Monday,11,36,Yes
8105,40.7684,-73.8624,"40.7684, -73.8624",7,Monday,11,40,Yes
8106,40.7246,-73.9916,"40.7246, -73.9916",7,Monday,11,40,Yes
8109,40.7388,-74.0081,"40.7388, -74.0081",7,Monday,11,45,Yes
8118,40.753,-74.00399999999999,"40.753, -74.00399999999999",7,Monday,11,53,Yes
8130,40.7304,-74.0068,"40.7304, -74.0068",7,Monday,12,10,Yes
8135,40.7639,-73.9764,"40.7639, -73.9764",7,Monday,12,17,Yes
8163,40.688,-74.1829,"40.688, -74.1829",7,Monday,13,11,Yes
8168,40.7739,-73.8726,"40.7739, -73.8726",7,Monday,13,16,Yes
8170,40.7568,-73.9827,"40.7568, -73.9827",7,Monday,13,18,Yes
8177,40.7498,-73.9836,"40.7498, -73.9836",7,Monday,13,28,Yes
8180,40.7512,-74.0067,"40.7512, -74.0067",7,Monday,13,33,Yes
8181,40.7472,-73.9897,"40.7472, -73.9897",7,Monday,13,34,Yes
8207,40.742,-74.0037,"40.742, -74.0037",7,Monday,14,7,Yes
8211,40.7683,-73.8622,"40.7683, -73.8622",7,Monday,14,10,Yes
8226,40.645,-73.7819,"40.645, -73.7819",7,Monday,14,22,Yes
8230,40.7271,-74.0055,"40.7271, -74.0055",7,Monday,14,25,Yes
8239,40.7741,-73.8723,"40.7741, -73.8723",7,Monday,14,39,Yes
8240,40.645,-73.7819,"40.645, -73.7819",7,Monday,14,39,Yes
8245,40.705999999999996,-74.0088,"40.705999999999996, -74.0088",7,Monday,14,41,Yes
8253,40.7207,-74.0019,"40.7207, -74.0019",7,Monday,14,53,Yes
8257,40.7445,-73.9907,"40.7445, -73.9907",7,Monday,15,0,Yes
8281,40.7492,-74.0031,"40.7492, -74.0031",7,Monday,15,23,Yes
8295,40.7385,-73.9855,"40.7385, -73.9855",7,Monday,15,30,Yes
8309,40.7537,-73.9807,"40.7537, -73.9807",7,Monday,15,38,Yes
8310,40.7537,-73.9807,"40.7537, -73.9807",7,Monday,15,38,Yes
8320,40.7394,-74.007,"40.7394, -74.007",7,Monday,15,47,Yes
8336,40.7261,-73.9918,"40.7261, -73.9918",7,Monday,16,0,Yes
8338,40.7404,-74.0058,"40.7404, -74.0058",7,Monday,16,0,Yes
